gpu: NVIDIA L40S
targets: 843 1257 8252 8730 8055 5859 8954 821 1547 4427
targets: 8730 8055 5859
job: 971149 ifb29_fus_sapa_b0002_conv on rack07-02
config: selector=fus attack=sapa budget=0.002 model=ConvNetBN K=20 dog-bird targets=10 victims=6 craft_steps=250 parts=4
partition: part_2_of_4 (3 target(s), 6 victims each)
output: /home/mmoslem3/scratch/PoisonBase/influence_fus_baselines_result/CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selfus_i10_a0.5_e50_ps0_pr0_K20_worst0.05_ce5_tgt70/parts/part_2_of_4
warning: /usr/bin/time is unavailable; Python phase metrics remain enabled
[2026-09-17 11:38:52] === run start: CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selfus_i10_a0.5_e50_ps0_pr0_K20_worst0.05_ce5_tgt70 on cuda [0] ===
[2026-09-17 11:38:52] args: {"FORCE": false, "attack": "sapa", "base": "ours", "base_dist": "cosine", "base_topr": null, "budget": 0.002, "cache_dir": "/tmp/PoisonBase_influence_fus/cache", "class_pair": "dog-bird", "clean_baseline": true, "craft_alpha": 0.0039216, "craft_aug": true, "craft_batch": 256, "craft_ensemble": 5, "craft_lowmem": false, "craft_schedule": false, "craft_steps": 250, "data_path": "/tmp/PoisonBase_influence_fus/data", "dataset": "CIFAR10", "distance_margin_coef": null, "dsa_strategy": "color_crop_cutout_flip_scale_rotate", "epsilon": 0.0313725, "fast_gradmatch": false, "fc_mode": "sample", "fc_restarts": 1, "fus_alpha": 0.5, "fus_iters": 10, "fus_proxy_restarts": 0, "fus_proxy_steps": 0, "fus_search_decay": [40], "fus_search_epochs": 50, "gpus": "all", "jacobian_batch_size": 64, "jacobian_weight": 1.0, "keep_pinned_targets": true, "lambda_margin": 1.0, "model": "ConvNetBN", "no_resume": false, "num_poisons": 500, "num_surrogates": 20, "num_targets": 3, "num_victims": 6, "out_dir": "/tmp/PoisonBase_influence_fus/influence_fus_baselines_result/part_2_of_4", "pair_order": "poison-target", "parallel_pretrain": true, "parallel_targets": true, "precompute_id": null, "precompute_only": false, "precompute_part": "both", "rank_on_victims": true, "recompute_deltas": false, "require_correct_target": false, "restarts": 8, "seed": 42, "sel_K": 20, "sel_alpha": 1.0, "sel_criterion": "fus", "sel_dpp": false, "sel_filter": false, "sel_metric_epoch": 10, "sel_mmr": false, "sel_mode": null, "sel_model": null, "sel_mu": 1.0, "sel_pca": false, "sel_pool": 3.0, "selector_metric_dir": "/tmp/PoisonBase_influence_fus/cache/selector_metrics", "sharp_mode": "worst", "sharp_samples": 20, "sharp_sigma": 0.05, "steal_timeout": 7200.0, "surrogate_aug": false, "surrogate_bs": 128, "surrogate_decay": [35, 45], "surrogate_epochs": 60, "surrogate_lr": 0.1, "surrogate_wd": 0.0, "target_idx_file": "/tmp/PoisonBase_influence_fus/target_sets/ConvNetBN_gradmatch_dog-bird_part_2_of_4.json", "target_select": 70, "use_jacobian_score": false, "victim_aug": false, "victim_bs": 125, "victim_decay": [40], "victim_epochs": 50, "victim_lr": 0.1, "victim_model": null, "victim_wd": 0.0}
[2026-09-17 11:38:52] Jacobian score: disabled
[2026-09-17 11:38:52] Adapted FUS selector: iterations=10 alpha=0.5 search_epochs=50 proxy_steps=250 proxy_restarts=8
[2026-09-17 11:38:52] N_total=50000 budget=0.002 -> N_p=100 poisons, y_adv=5(dog) target_class=2(bird)
[2026-09-17 11:38:52] === selection/crafting surrogates (20 x ConvNetBN, trained on the full real set) ===
[2026-09-17 11:38:52]   crafting on 5/20 surrogates
[2026-09-17 11:38:52] === clean victims (6 x ConvNetBN) ===
[2026-09-17 11:38:53]   clean baseline CTA = 0.8127 +/- 0.0074
[2026-09-17 11:38:53]   chosen 3 targets (file, fixed across victim architectures), p_adv range 0.0000..0.0000
[2026-09-17 11:38:53]   targets: [8730, 8055, 5859]
[2026-09-17 11:38:53] === target 8730 (1/3) ===
[2026-09-17 11:38:53]   adapted FUS: iterations=10 alpha=0.5 keep=50/100 search_epochs=50 proxy_steps=250 proxy_restarts=8
[2026-09-17 11:41:09]   adapted FUS target 8730 iteration 1/10: objective=0.307543, forgetting min/mean/max=0/1.200/7, retained=50, refreshed=50
[2026-09-17 11:43:25]   adapted FUS target 8730 iteration 2/10: objective=0.283224, forgetting min/mean/max=0/3.220/8, retained=50, refreshed=50
[2026-09-17 11:45:41]   adapted FUS target 8730 iteration 3/10: objective=0.274869, forgetting min/mean/max=0/2.270/10, retained=50, refreshed=50
[2026-09-17 11:47:58]   adapted FUS target 8730 iteration 4/10: objective=0.268713, forgetting min/mean/max=0/1.760/7, retained=50, refreshed=50
[2026-09-17 11:50:14]   adapted FUS target 8730 iteration 5/10: objective=0.266935, forgetting min/mean/max=0/2.410/9, retained=50, refreshed=50
[2026-09-17 11:52:30]   adapted FUS target 8730 iteration 6/10: objective=0.267368, forgetting min/mean/max=0/2.110/7, retained=50, refreshed=50
[2026-09-17 11:54:46]   adapted FUS target 8730 iteration 7/10: objective=0.264643, forgetting min/mean/max=0/2.410/8, retained=50, refreshed=50
[2026-09-17 11:57:02]   adapted FUS target 8730 iteration 8/10: objective=0.261449, forgetting min/mean/max=0/1.600/6, retained=50, refreshed=50
[2026-09-17 11:59:19]   adapted FUS target 8730 iteration 9/10: objective=0.261931, forgetting min/mean/max=0/2.650/10, retained=50, refreshed=50
[2026-09-17 12:01:35]   adapted FUS target 8730 iteration 10/10: objective=0.265418, forgetting min/mean/max=0/2.930/9, retained=50, refreshed=50
[2026-09-17 12:01:35]   target 8730: selector overhead 1361.664 s, CUDA peak 2488.9 MiB (incremental 1743.4 MiB)
[2026-09-17 12:02:53]   target 8730: crafted 100 poisons in 78 s, obj=0.26431, CUDA peak=2487.8 MiB (incremental 1733.1 MiB)
[2026-09-17 12:02:53]   target 8730: realized linf = 0.03137 (8.00/255), budget = 8.00/255
[2026-09-17 12:03:45]   [t8730 v1/6] fail (pred=bird) CTA=0.8016
[2026-09-17 12:04:35]   [t8730 v2/6] fail (pred=bird) CTA=0.8121
[2026-09-17 12:05:25]   [t8730 v3/6] fail (pred=bird) CTA=0.8171
[2026-09-17 12:06:15]   [t8730 v4/6] fail (pred=bird) CTA=0.8035
[2026-09-17 12:07:04]   [t8730 v5/6] fail (pred=bird) CTA=0.8065
[2026-09-17 12:07:54]   [t8730 v6/6] fail (pred=bird) CTA=0.8061
[2026-09-17 12:07:54]   target 8730, 6 victims on this gpu: ASR=0.0% CTA=0.8078 +/- 0.0053
[2026-09-17 12:07:54] === target 8055 (2/3) ===
[2026-09-17 12:07:54]   adapted FUS: iterations=10 alpha=0.5 keep=50/100 search_epochs=50 proxy_steps=250 proxy_restarts=8
[2026-09-17 12:10:11]   adapted FUS target 8055 iteration 1/10: objective=0.375406, forgetting min/mean/max=0/1.370/11, retained=50, refreshed=50
[2026-09-17 12:12:27]   adapted FUS target 8055 iteration 2/10: objective=0.370406, forgetting min/mean/max=0/1.370/6, retained=50, refreshed=50
[2026-09-17 12:14:43]   adapted FUS target 8055 iteration 3/10: objective=0.358762, forgetting min/mean/max=0/1.600/9, retained=50, refreshed=50
