gpu: NVIDIA L40S
targets: 843 1257 8252 8730 8055 5859 8954 821 1547 4427
targets: 1547 4427
job: 970833 ifb27_fus_gm_b0005_conv on rack04-04
config: selector=fus attack=gradmatch budget=0.005 model=ConvNetBN K=20 dog-bird targets=10 victims=6 craft_steps=250 parts=4
partition: part_4_of_4 (2 target(s), 6 victims each)
output: /home/mmoslem3/scratch/PoisonBase/influence_fus_baselines_result/CIFAR10_ConvNetBN_gradmatch_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selfus_i10_a0.5_e50_ps0_pr0_K20_ce5_tgt70/parts/part_4_of_4
warning: /usr/bin/time is unavailable; Python phase metrics remain enabled
[2026-09-17 11:02:46] === run start: CIFAR10_ConvNetBN_gradmatch_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selfus_i10_a0.5_e50_ps0_pr0_K20_ce5_tgt70 on cuda [0] ===
[2026-09-17 11:02:46] args: {"FORCE": false, "attack": "gradmatch", "base": "ours", "base_dist": "cosine", "base_topr": null, "budget": 0.005, "cache_dir": "/tmp/PoisonBase_influence_fus/cache", "class_pair": "dog-bird", "clean_baseline": true, "craft_alpha": 0.0039216, "craft_aug": true, "craft_batch": 256, "craft_ensemble": 5, "craft_lowmem": false, "craft_schedule": false, "craft_steps": 250, "data_path": "/tmp/PoisonBase_influence_fus/data", "dataset": "CIFAR10", "distance_margin_coef": null, "dsa_strategy": "color_crop_cutout_flip_scale_rotate", "epsilon": 0.0313725, "fast_gradmatch": false, "fc_mode": "sample", "fc_restarts": 1, "fus_alpha": 0.5, "fus_iters": 10, "fus_proxy_restarts": 0, "fus_proxy_steps": 0, "fus_search_decay": [40], "fus_search_epochs": 50, "gpus": "all", "jacobian_batch_size": 64, "jacobian_weight": 1.0, "keep_pinned_targets": true, "lambda_margin": 1.0, "model": "ConvNetBN", "no_resume": false, "num_poisons": 500, "num_surrogates": 20, "num_targets": 2, "num_victims": 6, "out_dir": "/tmp/PoisonBase_influence_fus/influence_fus_baselines_result/part_4_of_4", "pair_order": "poison-target", "parallel_pretrain": true, "parallel_targets": true, "precompute_id": null, "precompute_only": false, "precompute_part": "both", "rank_on_victims": true, "recompute_deltas": false, "require_correct_target": false, "restarts": 8, "seed": 42, "sel_K": 20, "sel_alpha": 1.0, "sel_criterion": "fus", "sel_dpp": false, "sel_filter": false, "sel_metric_epoch": 10, "sel_mmr": false, "sel_mode": null, "sel_model": null, "sel_mu": 1.0, "sel_pca": false, "sel_pool": 3.0, "selector_metric_dir": "/tmp/PoisonBase_influence_fus/cache/selector_metrics", "sharp_mode": "worst", "sharp_samples": 20, "sharp_sigma": 0.05, "steal_timeout": 7200.0, "surrogate_aug": false, "surrogate_bs": 128, "surrogate_decay": [35, 45], "surrogate_epochs": 60, "surrogate_lr": 0.1, "surrogate_wd": 0.0, "target_idx_file": "/tmp/PoisonBase_influence_fus/target_sets/ConvNetBN_gradmatch_dog-bird_part_4_of_4.json", "target_select": 70, "use_jacobian_score": false, "victim_aug": false, "victim_bs": 125, "victim_decay": [40], "victim_epochs": 50, "victim_lr": 0.1, "victim_model": null, "victim_wd": 0.0}
[2026-09-17 11:02:46] Jacobian score: disabled
[2026-09-17 11:02:46] Adapted FUS selector: iterations=10 alpha=0.5 search_epochs=50 proxy_steps=250 proxy_restarts=8
[2026-09-17 11:02:46] N_total=50000 budget=0.005 -> N_p=250 poisons, y_adv=5(dog) target_class=2(bird)
[2026-09-17 11:02:46] === selection/crafting surrogates (20 x ConvNetBN, trained on the full real set) ===
[2026-09-17 11:02:46]   crafting on 5/20 surrogates
[2026-09-17 11:02:46] === clean victims (6 x ConvNetBN) ===
[2026-09-17 11:02:47]   clean baseline CTA = 0.8127 +/- 0.0074
[2026-09-17 11:02:47]   chosen 2 targets (file, fixed across victim architectures), p_adv range 0.0000..0.0000
[2026-09-17 11:02:47]   targets: [1547, 4427]
[2026-09-17 11:02:47] === target 1547 (1/2) ===
[2026-09-17 11:02:47]   adapted FUS: iterations=10 alpha=0.5 keep=125/250 search_epochs=50 proxy_steps=250 proxy_restarts=8
[2026-09-17 11:07:45]   adapted FUS target 1547 iteration 1/10: objective=0.448297, forgetting min/mean/max=0/0.748/7, retained=125, refreshed=125
[2026-09-17 11:12:42]   adapted FUS target 1547 iteration 2/10: objective=0.419152, forgetting min/mean/max=0/1.152/9, retained=125, refreshed=125
[2026-09-17 11:17:39]   adapted FUS target 1547 iteration 3/10: objective=0.412252, forgetting min/mean/max=0/0.884/7, retained=125, refreshed=125
[2026-09-17 11:22:35]   adapted FUS target 1547 iteration 4/10: objective=0.413468, forgetting min/mean/max=0/1.472/8, retained=125, refreshed=125
[2026-09-17 11:27:32]   adapted FUS target 1547 iteration 5/10: objective=0.395862, forgetting min/mean/max=0/1.216/7, retained=125, refreshed=125
[2026-09-17 11:32:28]   adapted FUS target 1547 iteration 6/10: objective=0.39082, forgetting min/mean/max=0/1.164/6, retained=125, refreshed=125
[2026-09-17 11:37:25]   adapted FUS target 1547 iteration 7/10: objective=0.390668, forgetting min/mean/max=0/1.092/7, retained=125, refreshed=125
[2026-09-17 11:42:22]   adapted FUS target 1547 iteration 8/10: objective=0.382046, forgetting min/mean/max=0/1.344/8, retained=125, refreshed=125
[2026-09-17 11:47:19]   adapted FUS target 1547 iteration 9/10: objective=0.375559, forgetting min/mean/max=0/2.976/11, retained=125, refreshed=125
[2026-09-17 11:52:16]   adapted FUS target 1547 iteration 10/10: objective=0.396595, forgetting min/mean/max=0/1.436/7, retained=125, refreshed=125
[2026-09-17 11:52:16]   target 1547: selector overhead 2968.546 s, CUDA peak 5070.7 MiB (incremental 4325.3 MiB)
[2026-09-17 11:56:14]   target 1547: crafted 250 poisons in 239 s, obj=0.39579, CUDA peak=5068.1 MiB (incremental 4311.6 MiB)
[2026-09-17 11:56:14]   target 1547: realized linf = 0.03137 (8.00/255), budget = 8.00/255
[2026-09-17 11:57:06]   [t1547 v1/6] fail (pred=bird) CTA=0.8027
[2026-09-17 11:57:56]   [t1547 v2/6] fail (pred=airplane) CTA=0.8162
[2026-09-17 11:58:46]   [t1547 v3/6] fail (pred=bird) CTA=0.7729
[2026-09-17 11:59:37]   [t1547 v4/6] fail (pred=bird) CTA=0.8045
[2026-09-17 12:00:27]   [t1547 v5/6] fail (pred=bird) CTA=0.7987
[2026-09-17 12:01:17]   [t1547 v6/6] fail (pred=airplane) CTA=0.7964
[2026-09-17 12:01:17]   target 1547, 6 victims on this gpu: ASR=0.0% CTA=0.7986 +/- 0.0131
[2026-09-17 12:01:17] === target 4427 (2/2) ===
[2026-09-17 12:01:17]   adapted FUS: iterations=10 alpha=0.5 keep=125/250 search_epochs=50 proxy_steps=250 proxy_restarts=8
[2026-09-17 12:06:14]   adapted FUS target 4427 iteration 1/10: objective=0.431231, forgetting min/mean/max=0/1.016/7, retained=125, refreshed=125
[2026-09-17 12:11:11]   adapted FUS target 4427 iteration 2/10: objective=0.39013, forgetting min/mean/max=0/1.368/9, retained=125, refreshed=125
[2026-09-17 12:16:09]   adapted FUS target 4427 iteration 3/10: objective=0.399848, forgetting min/mean/max=0/1.504/10, retained=125, refreshed=125
